"id","cate_id","food_name","alias_name","english_name","edible_part","water","energy","protein","fat","cholesterol","ash","carbohydrate","dietary_fiber","carotene","vitamin_a","vitamin_e","thiamin","riboflavin","niacin","vitamin_c","calcium","phosphorus","potassium","sodium","magnesium","iron","zinc","selenium","copper","manganese","iodine","sfa","mufa","pufa","fatty_acids_total"
"878","69","肉鸡(肥)","","","74%","46.1g","1609kJ","16.7g","35.4g","106mg","0.9g","0.9g","","","226.0μg","—","0.07mg","0.07mg","13.10mg","","37mg","102mg","123mg","47.8mg","7mg","1.7mg","1.10mg","5.40μg","0.08mg","0.01mg","","—","—","—","—"
"879","69","鸡(乌骨鸡)","","","48%","73.9g","469kJ","22.3g","2.3g","106mg","1.2g","0.3g","","","","—","0.02mg","0.20mg","7.10mg","","17mg","210mg","323mg","64.0mg","51mg","2.3mg","1.60mg","7.70μg","0.26mg","0.05mg","","58.2%","29.5%","8.3%","96.1%"
"880","69","鸡胸脯肉","","","100%","72.0g","557kJ","19.4g","5.0g","82mg","1.1g","2.5g","","","16.0μg","—","0.07mg","0.13mg","10.80mg","","3mg","214mg","338mg","34.4mg","28mg","0.6mg","0.51mg","10.50μg","0.06mg","0.01mg","","34.2%","41.3%","23.9%","99.4%"
"881","69","鸡翅","","","69%","65.4g","811kJ","17.4g","11.8g","113mg","0.8g","4.6g","","","68.0μg","—","0.01mg","0.11mg","5.30mg","","8mg","161mg","205mg","50.8mg","17mg","1.3mg","1.12mg","11.00μg","0.05mg","0.03mg","","30.6%","49.0%","21.5%","101.1%"
"882","69","鸡腿","","","69%","70.2g","753kJ","16.0g","13.0g","162mg","0.8g","Tr","","","44.0μg","—","0.02mg","0.14mg","6.00mg","","6mg","172mg","242mg","64.4mg","34mg","1.5mg","1.12mg","12.40μg","0.09mg","0.03mg","","34.2%","41.3%","23.9%","99.4%"
"883","69","鸡爪","","","60%","56.4g","1059kJ","23.9g","16.4g","103mg","0.6g","2.7g","","","37.0μg","—","0.01mg","0.13mg","2.40mg","","36mg","76mg","108mg","169.0mg","7mg","1.4mg","0.90mg","10.00μg","0.05mg","0.03mg","","24.8%","54.0%","21.9%","100.7%"
"884","69","鸡肝","","","100%","74.4g","507kJ","16.6g","4.8g","356mg","1.4g","2.8g","","","10414.0μg","—","0.33mg","1.10mg","11.90mg","","7mg","263mg","222mg","92.0mg","16mg","12.0mg","2.40mg","38.60μg","0.32mg","0.24mg","","46.9%","32.2%","17.0%","96.2%"
"885","69","鸡心","","","100%","70.8g","717kJ","15.9g","11.8g","194mg","0.9g","0.6g","","","910.0μg","—","0.46mg","0.26mg","11.50mg","","54mg","176mg","220mg","108.4mg","11mg","4.7mg","1.94mg","4.10μg","0.27mg","0.04mg","","28.6%","42.7%","28.8%","100.1%"
"886","69","鸡血","","","100%","87.0g","210kJ","7.8g","0.2g","170mg","0.9g","4.1g","","","56.0μg","—","0.05mg","0.04mg","0.10mg","","10mg","68mg","136mg","208.0mg","4mg","25.0mg","0.45mg","12.10μg","0.03mg","0.03mg","","56.4%","25.5%","13.8%","95.7%"
"887","69","鸡肫[鸡胗]","","","100%","73.1g","498kJ","19.2g","2.8g","174mg","0.9g","4.0g","","","36.0μg","—","0.04mg","0.09mg","3.40mg","","7mg","135mg","272mg","74.8mg","15mg","4.4mg","2.76mg","10.50μg","2.11mg","0.06mg","","39.4%","39.2%","21.7%","100.3%"
"888","69","扒鸡","","","66%","56.0g","910kJ","29.6g","11.0g","211mg","3.4g","0.0g","","","32.0μg","—","0.02mg","0.17mg","9.20mg","","31mg","157mg","149mg","1000.7mg","24mg","2.9mg","3.23mg","8.10μg","0.05mg","0.01mg","","31.9%","46.2%","21.9%","100.0%"
"889","69","烤鸡","","","73%","59.0g","1000kJ","22.4g","16.7g","99mg","1.8g","0.1g","","","37.0μg","—","0.05mg","0.19mg","3.50mg","","25mg","136mg","142mg","472.3mg","14mg","1.7mg","1.38mg","3.80μg","0.10mg","0.11mg","","26.8%","47.6%","24.0%","98.4%"
"890","69","鸡肉松","","","100%","4.9g","1848kJ","7.2g","16.4g","81mg","5.7g","65.8g","","","90.0μg","—","0.03mg","0.11mg","1.00mg","","76mg","83mg","109mg","1687.8mg","29mg","7.1mg","0.58mg","3.10μg","0.07mg","0.68mg","","33.5%","63.2%","2.6%","99.4%"
"891","70","鸭(均值)","","","68%","63.9g","996kJ","15.5g","19.7g","94mg","0.7g","0.2g","","","52.0μg","—","0.08mg","0.22mg","4.20mg","","6mg","122mg","191mg","69.0mg","14mg","2.2mg","1.33mg","12.20μg","0.21mg","0.06mg","","30.2%","50.0%","19.5%","99.8%"
"892","70","鸭胸脯肉","","","100%","78.6g","379kJ","15.0g","1.5g","121mg","0.9g","4.0g","","","","—","0.01mg","0.07mg","4.20mg","","6mg","86mg","126mg","60.2mg","24mg","4.1mg","1.17mg","12.60μg","0.27mg","0.01mg","","—","—","—","—"
"893","70","鸭翅","","","67%","70.6g","613kJ","16.5g","6.1g","49mg","0.5g","6.3g","","","14.0μg","—","0.02mg","0.16mg","2.40mg","","20mg","84mg","100mg","53.6mg","5mg","2.1mg","0.74mg","10.00μg","","","","—","—","—","—"
"894","70","鸭掌","","","59%","64.7g","633kJ","26.9g","1.9g","36mg","0.3g","6.2g","","","11.0μg","—","","0.17mg","1.10mg","","24mg","91mg","28mg","61.1mg","3mg","1.3mg","0.54mg","5.40μg","","","","—","—","—","—"
"895","70","鸭肠","","","53%","77.0g","537kJ","14.2g","7.8g","187mg","0.6g","0.4g","","","16.0μg","—","0.02mg","0.22mg","3.10mg","","31mg","166mg","136mg","32.0mg","13mg","2.3mg","1.19mg","24.90μg","0.18mg","","","31.7%","53.7%","14.5%","99.9%"
"896","70","鸭肝","","","100%","76.3g","533kJ","14.5g","7.5g","341mg","1.2g","0.5g","","","1040.0μg","—","0.26mg","1.05mg","6.90mg","18.0mg","18mg","283mg","230mg","87.2mg","18mg","23.1mg","3.08mg","57.30μg","1.31mg","0.28mg","","51.2%","36.1%","14.8%","102.1%"
"897","70","鸭舌[鸭条]","","","61%","62.6g","1018kJ","16.6g","19.7g","118mg","0.7g","0.4g","","","35.0μg","—","0.01mg","0.21mg","1.60mg","","13mg","94mg","44mg","81.5mg","6mg","2.2mg","0.65mg","12.50μg","","","","18.8%","62.0%","18.9%","99.8%"
"898","70","鸭心","","","100%","74.5g","596kJ","12.8g","8.9g","120mg","0.9g","2.9g","","","24.0μg","—","0.14mg","0.87mg","8.00mg","","20mg","188mg","233mg","86.2mg","18mg","5.0mg","1.38mg","15.30μg","0.37mg","","","30.8%","52.9%","16.3%","100.0%"
"899","70","鸭血(白鸭)","","","100%","72.6g","457kJ","13.6g","0.4g","95mg","1.0g","12.4g","","","","—","0.06mg","0.06mg","","","5mg","87mg","166mg","173.6mg","8mg","30.5mg","0.50mg","","0.06mg","0.04mg","","—","—","—","—"
"900","70","鸭肫","","","93%","77.8g","388kJ","17.9g","1.3g","153mg","0.9g","2.1g","","","6.0μg","—","0.04mg","0.15mg","4.40mg","","12mg","134mg","284mg","69.2mg","18mg","4.3mg","2.77mg","16.00μg","0.18mg","0.08mg","","34.5%","50.2%","14.8%","99.5%"
"901","70","北京烤鸭","","","80%","38.2g","1805kJ","16.6g","38.4g","","0.8g","6.0g","","","36.0μg","—","0.04mg","0.32mg","4.50mg","","35mg","175mg","247mg","83.0mg","13mg","2.4mg","1.25mg","10.30μg","0.12mg","","","35.0%","54.2%","11.4%","100.6%"
"902","70","酱鸭","","","80%","53.6g","1109kJ","18.9g","18.4g","107mg","2.8g","6.3g","","","11.0μg","—","0.06mg","0.22mg","3.70mg","","14mg","140mg","236mg","981.3mg","13mg","4.1mg","2.69mg","15.70μg","0.26mg","0.02mg","","33.8%","53.0%","13.1%","99.9%"
"903","70","盐水鸭(熟)","","","81%","51.7g","1296kJ","16.6g","26.1g","81mg","2.8g","2.8g","","","35.0μg","—","0.07mg","0.21mg","2.50mg","","10mg","112mg","218mg","1557.5mg","14mg","0.7mg","2.04mg","15.40μg","0.32mg","0.05mg","","30.2%","50.0%","19.5%","99.8%"
"904","71","鹅","","","63%","61.4g","1041kJ","17.9g","19.9g","74mg","0.8g","0.0g","","","42.0μg","—","0.07mg","0.23mg","4.90mg","","4mg","144mg","232mg","58.8mg","18mg","3.8mg","1.36mg","17.70μg","0.43mg","0.04mg","","29.3%","54.0%","16.4%","99.8%"
"905","71","鹅肝","","","100%","70.7g","542kJ","15.2g","3.4g","285mg","1.4g","9.3g","","","6100.0μg","—","0.27mg","0.25mg","","","2mg","216mg","336mg","70.2mg","11mg","7.8mg","3.56mg","","7.78mg","0.32mg","","63.6%","21.2%","12.5%","97.3%"
"906","71","鹅肫","","","100%","76.3g","422kJ","19.6g","1.9g","153mg","1.1g","1.1g","","","51.0μg","—","0.05mg","0.06mg","","","2mg","112mg","410mg","58.2mg","9mg","4.7mg","4.04mg","","0.14mg","0.05mg","","—","—","—","—"
"907","71","烧鹅","","","73%","52.8g","1202kJ","19.7g","21.5g","116mg","1.8g","4.2g","","","9.0μg","—","0.09mg","0.11mg","3.60mg","","91mg","202mg","22mg","240.0mg","7mg","3.8mg","2.00mg","7.70μg","0.26mg","0.06mg","","31.4%","52.1%","15.1%","98.9%"
"908","72","火鸡腿","","","100%","77.8g","384kJ","20.0g","1.2g","58mg","1.0g","0.0g","","","","—","0.07mg","0.06mg","8.30mg","","12mg","470mg","708mg","168.4mg","49mg","5.2mg","9.26mg","15.50μg","0.45mg","0.04mg","","33.4%","43.8%","21.5%","98.7%"
"909","72","火鸡胸脯肉","","","100%","73.6g","436kJ","22.4g","0.2g","49mg","1.0g","2.8g","","","","—","0.04mg","0.03mg","16.20mg","","39mg","116mg","227mg","93.7mg","31mg","1.1mg","0.52mg","9.90μg","","0.03mg","","—","—","—","—"
"910","72","火鸡肝","","","100%","69.9g","600kJ","20.0g","5.6g","294mg","1.4g","3.1g","","","","—","0.06mg","1.21mg","43.00mg","","3mg","225mg","244mg","128.6mg","18mg","20.7mg","1.74mg","36.00μg","0.02mg","0.13mg","","39.7%","48.9%","11.5%","100.1%"
"911","72","火鸡肫","","","100%","76.5g","387kJ","18.9g","0.3g","342mg","1.1g","3.2g","","","","—","0.02mg","0.08mg","7.80mg","","44mg","108mg","352mg","57.0mg","24mg","3.7mg","2.62mg","16.30μg","","0.03mg","","—","—","—","—"
"912","73","鸽","","","42%","66.6g","835kJ","16.5g","14.2g","99mg","1.0g","1.7g","","","53.0μg","—","0.06mg","0.20mg","6.90mg","","30mg","136mg","334mg","63.6mg","27mg","3.8mg","0.82mg","11.10μg","0.24mg","0.05mg","","24.9%","61.5%","13.4%","99.8%"
"913","73","鹌鹑","","","58%","75.1g","462kJ","20.2g","3.1g","157mg","1.4g","0.2g","","","40.0μg","—","0.04mg","0.32mg","6.30mg","","48mg","179mg","204mg","48.4mg","20mg","2.3mg","1.19mg","11.70μg","0.10mg","0.08mg","","38.9%","33.7%","26.9%","99.5%"
"914","73","乳鸽","","","56%","57.5g","1454kJ","11.3g","34.1g","—","1.5g","Tr","","0.0μg","46.0μg","0.54mg","0.08mg","0.36mg","2.48mg","0.0mg","866mg","573mg","163mg","653.8mg","21mg","2.0mg","2.40mg","12.00μg","0.09mg","0.04mg","16.3μg","16.3%","60.2%","23.4%","99.9%"
"915","73","乳鸽(红烧)","","","82%","59.0g","1057kJ","16.9g","20.8g","—","4.0g","Tr","","—","—","—","0.04mg","0.36mg","3.27mg","0.0mg","1614mg","1050mg","385mg","1809.8mg","61mg","8.8mg","6.33mg","24.40μg","0.42mg","0.29mg","61.1μg","22.3%","62.9%","14.4%","99.7%"
"916","74","乳品（牛乳，均值)","","","100%","89.8g","227kJ","3.0g","3.2g","15mg","0.6g","3.4g","","","24.0μg","—","0.03mg","0.14mg","0.10mg","1.0mg","104mg","73mg","109mg","37.2mg","11mg","0.3mg","0.42mg","1.90μg","0.02mg","0.03mg","","53.8%","36.3%","7.4%","97.6%"
"917","74","牛乳(光明牌)","商品名：100％纯牛奶","","100%","88.0g","256kJ","3.1g","3.2g","3mg","0.7g","5.0g","0.00g","—","28.0μg","0.10mg","0.02mg","0.10mg","0.13mg","Tr","85mg","87mg","132mg","24.8mg","8mg","0.1mg","0.25mg","1.70μg","0.01mg","—","3.5μg","66.6%","26.8%","3.1%","96.6%"
"918","74","牛乳(乐百氏牌)","商品名：纯牛奶（100％）","","100%","87.4g","278kJ","3.3g","3.8g","4mg","0.7g","4.8g","0.00g","—","11.0μg","0.10mg","0.02mg","0.09mg","0.13mg","Tr","104mg","100mg","142mg","38.4mg","12mg","0.6mg","0.85mg","1.10μg","0.01mg","0.01mg","Tr","64.9%","29.9%","1.9%","96.8%"
"919","74","牛乳(帕玛拉特牌)","商品名：纯牛奶（100％）","","100%","87.9g","256kJ","3.0g","3.1g","6mg","0.7g","5.3g","0.00g","—","14.0μg","0.00mg","0.02mg","0.08mg","0.10mg","Tr","113mg","99mg","166mg","68.2mg","11mg","0.4mg","0.67mg","0.20μg","0.01mg","0.01mg","0.6μg","65.5%","29.1%","2.0%","96.7%"
"920","74","牛乳(三元牌)","商品名：纯牛奶","","100%","86.9g","289kJ","3.4g","3.9g","1mg","0.7g","5.1g","0.00g","—","30.0μg","0.11mg","0.02mg","0.10mg","0.13mg","Tr","88mg","88mg","177mg","35.1mg","10mg","0.3mg","0.42mg","1.70μg","0.01mg","0.01mg","2.3μg","66.0%","29.2%","2.4%","97.7%"
"921","74","牛乳(完达山牌)","商品名：100％纯牛奶","","100%","88.3g","251kJ","2.9g","3.2g","7mg","0.7g","4.9g","0.00g","—","17.0μg","0.01mg","0.03mg","0.09mg","0.08mg","Tr","91mg","87mg","161mg","292.1mg","9mg","0.1mg","0.28mg","0.60μg","0.01mg","—","1.2μg","79.9%","18.1%","2.0%","100.0%"
"922","74","牛乳(龙丹牌)","商品名：纯鲜牛奶（100％）","","100%","87.5g","277kJ","2.9g","3.8g","6mg","0.7g","5.1g","0.00g","—","11.0μg","0.11mg","0.02mg","0.10mg","0.11mg","Tr","82mg","83mg","145mg","41.5mg","9mg","0.1mg","0.46mg","0.80μg","Tr","0.01mg","1.2μg","64.9%","28.2%","2.9%","96.1%"
"923","74","牛乳(蒙牛牌)","商品名：纯鲜牛奶","","100%","87.2g","280kJ","3.1g","3.7g","1mg","0.7g","5.3g","0.00g","—","14.0μg","0.10mg","0.02mg","0.11mg","0.11mg","Tr","98mg","94mg","159mg","48.9mg","11mg","0.2mg","0.51mg","1.10μg","Tr","Tr","1.4μg","62.8%","33.0%","2.1%","98.0%"
"924","74","牛乳(新南洋牌)","商品名：纯鲜牛奶","","100%","87.4g","278kJ","3.1g","3.8g","5mg","0.7g","5.0g","0.00g","—","17.0μg","0.10mg","0.02mg","0.11mg","0.11mg","Tr","92mg","59mg","163mg","46.1mg","11mg","0.3mg","0.45mg","1.20μg","Tr","0.02mg","1.5μg","64.4%","31.4%","2.4%","98.3%"
"925","74","牛乳(帕玛拉特)","商品名：保鲜牛奶","","100%","88.1g","254kJ","2.9g","3.2g","5mg","0.7g","5.1g","0.00g","—","15.0μg","0.10mg","0.02mg","0.13mg","0.08mg","Tr","93mg","99mg","181mg","62.1mg","11mg","0.4mg","0.58mg","1.20μg","0.01mg","0.01mg","0.9μg","64.5%","30.5%","2.1%","97.2%"
"926","74","牛乳(伊利牌)","商品名：保鲜纯牛奶","","100%","86.9g","283kJ","3.2g","3.7g","—","0.8g","5.4g","0.00g","—","16.0μg","0.00mg","0.02mg","0.13mg","0.08mg","Tr","110mg","103mg","348mg","49.5mg","12mg","0.1mg","0.45mg","1.50μg","0.02mg","—","—","67.0%","30.3%","2.8%","100.1%"
"927","74","牛乳(部分脱脂，帕玛拉特)","","","100%","90.1g","182kJ","2.9g","1.3g","5mg","0.7g","5.0g","0.00g","—","6.0μg","0.00mg","0.03mg","0.09mg","0.07mg","Tr","66mg","91mg","185mg","279.5mg","8mg","0.2mg","0.30mg","1.50μg","0.02mg","Tr","3.6μg","76.7%","23.3%","Tr","100.0%"
"928","74","牛乳(脱脂，帕玛拉特)","","","100%","91.4g","138kJ","2.9g","0.2g","2mg","0.7g","4.8g","0.00g","—","Tr","0.00mg","0.03mg","0.08mg","0.07mg","Tr","75mg","96mg","204mg","117.2mg","9mg","0.3mg","0.54mg","1.00μg","0.01mg","—","4.6μg","49.4%","32.7%","Tr","82.1%"
"929","74","牛乳(强化锌、钙，帕玛拉特)","商品名：保鲜牛奶（加锌、钙）","","100%","88.2g","251kJ","3.0g","3.1g","2mg","0.7g","5.0g","0.00g","—","15.0μg","0.10mg","0.02mg","0.11mg","0.08mg","Tr","93mg","103mg","171mg","62.1mg","11mg","1.0mg","1.10mg","1.40μg","Tr","0.01mg","Tr","66.1%","27.9%","2.1%","96.2%"
"930","74","牛奶(草莓味，卡夫牌)","","","100%","83.4g","332kJ","2.7g","3.0g","4mg","0.6g","10.3g","0.00g","—","18.0μg","0.11mg","0.02mg","0.11mg","0.09mg","Tr","78mg","83mg","157mg","28.3mg","9mg","0.3mg","0.37mg","1.30μg","0.00mg","0.01mg","Tr","65.7%","24.1%","1.8%","91.8%"
"931","74","牛奶(巧克力味，卡夫牌)","","","100%","83.3g","336kJ","2.8g","3.2g","5mg","0.7g","10.0g","0.00g","—","17.0μg","0.10mg","0.02mg","0.11mg","0.12mg","Tr","81mg","92mg","154mg","31.4mg","13mg","0.5mg","0.31mg","1.60μg","0.02mg","0.02mg","Tr","62.7%","32.7%","2.4%","97.9%"
"932","74","牛奶(巧克力味，三元牌)","","","100%","84.4g","311kJ","2.3g","2.8g","1mg","0.6g","9.9g","0.00g","—","18.0μg","0.21mg","0.02mg","0.08mg","0.09mg","Tr","101mg","75mg","165mg","36.3mg","12mg","0.5mg","0.37mg","1.10μg","0.03mg","0.03mg","0.9μg","68.4%","26.1%","1.5%","96.1%"
"933","74","学生奶","商品名：中国学生奶","","100%","86.1g","278kJ","2.6g","2.6g","—","0.6g","8.1g","0.00g","—","30.0μg","0.00mg","0.02mg","0.14mg","0.06mg","Tr","87mg","78mg","140mg","47.3mg","8mg","0.1mg","1.53mg","0.80μg","Tr","Tr","—","72.0%","26.5%","1.4%","99.9%"
"934","74","乳品（鲜羊乳）","","","100%","88.9g","247kJ","1.5g","3.5g","31mg","0.7g","5.4g","","","84.0μg","—","0.04mg","0.12mg","2.10mg","","82mg","98mg","135mg","20.6mg","","0.5mg","0.29mg","1.80μg","0.04mg","","","66.0%","24.3%","4.0%","94.5%"
"935","75","全脂加糖奶粉","","","100%","1.2g","2054kJ","22.5g","23.4g","","5.5g","47.4g","","","183.0μg","—","0.42mg","0.26mg","0.40mg","","495mg","1018mg","841mg","450.8mg","81mg","0.7mg","2.30mg","7.40μg","0.07mg","0.08mg","","58.3%","29.4%","5.0%","94.1%"
"936","75","全脂速溶奶粉","","","100%","2.3g","1956kJ","19.9g","18.9g","71mg","4.9g","54.0g","","","272.0μg","—","0.08mg","0.80mg","0.50mg","7.0mg","659mg","571mg","541mg","247.6mg","73mg","2.9mg","2.16mg","8.00μg","0.12mg","0.05mg","","58.3%","29.4%","5.0%","93.8%"
"937","75","全脂奶粉(雀巢)","","","100%","—","2161kJ","24.0g","28.0g","—","5.8g","42.2g","","—","—","—","—","1.10mg","—","—","930mg","720mg","—","—","—","—","—","—","—","—","—","—","—","—","—"
"938","75","全脂奶粉(三鹿牌)","","","100%","2.2g","2156kJ","25.4g","29.6g","58mg","5.8g","37.0g","","3.0μg","—","—","0.23mg","1.20mg","0.60mg","—","667mg","796mg","1500mg","491.2mg","92mg","4.9mg","5.74mg","1.40μg","0.10mg","0.09mg","30.2μg","59.2%","33.0%","3.1%","96.6%"
"939","75","全脂奶粉(伊利牌)","","","100%","3.0g","2110kJ","22.0g","26.0g","65mg","3.5g","45.5g","","—","—","—","0.04mg","0.17mg","0.09mg","—","750mg","550mg","209mg","220.6mg","91mg","3.9mg","3.97mg","11.80μg","0.20mg","0.01mg","—","62.0%","33.8%","4.0%","99.9%"
"940","75","全脂甜奶粉(三鹿牌)","商品名：全脂加糖奶粉","","100%","2.5g","2000kJ","21.2g","21.1g","32mg","4.7g","50.5g","","—","—","—","0.11mg","0.73mg","0.90mg","—","589mg","668mg","1589mg","282.8mg","67mg","3.7mg","5.13mg","1.20μg","0.05mg","0.09mg","—","61.1%","31.8%","1.8%","95.8%"
"941","75","全脂甜奶粉(伊利牌)","","","100%","3.2g","1998kJ","19.0g","21.0g","28mg","4.0g","52.8g","","—","—","—","0.70mg","—","—","—","620mg","460mg","1795mg","184.1mg","76mg","4.3mg","2.63mg","6.20μg","0.19mg","0.05mg","—","76.5%","21.4%","2.0%","99.9%"
"942","75","低脂奶粉(高钙高铁，雀巢)","商品名：雀巢高钙高铁奶粉（低脂）","","100%","—","1934kJ","27.0g","11.7g","—","—","61.3g","","—","—","—","—","1.40mg","—","60.0mg","1745mg","1325mg","1325mg","—","100mg","10.0mg","7.00mg","—","—","—","—","—","—","—","—"
"943","75","低脂奶粉(高钙高铁，伊利牌)","商品名：伊利高钙高铁低脂奶粉","","100%","3.1g","1782kJ","27.0g","11.0g","49mg","5.0g","53.9g","","—","—","—","0.30mg","1.60mg","—","65.0mg","1350mg","950mg","1338mg","406.9mg","35mg","12.0mg","5.00mg","8.40μg","0.20mg","0.13mg","—","72.5%","25.4%","2.1%","100.0%"
"944","75","高钙高铁奶粉(可淇牌)","","","100%","4.0g","1892kJ","17.0g","13.0g","—","—","66.0g","","—","—","—","0.80mg","1.00mg","—","40.0mg","1000mg","480mg","800mg","350.0mg","50mg","9.0mg","6.00mg","—","—","—","—","—","—","—","—"
"945","75","儿童奶粉(安儿健A+，美赞臣)","商品名：安儿健A+儿童成长奶粉。","","100%","—","1922kJ","17.9g","11.1g","—","—","71.0g","","—","—","—","0.40mg","0.98mg","5.20mg","51.0mg","730mg","450mg","730mg","210.0mg","55mg","8.1mg","4.40mg","—","0.35mg","0.04mg","28.0μg","—","—","—","—"
"946","75","儿童奶粉(适体健，美赞臣)","商品名：适体健儿童营养奶粉。","","100%","—","1858kJ","16.0g","9.0g","—","—","75.0g","2.50g","170.0μg","—","—","0.50mg","0.50mg","6.60mg","38.0mg","500mg","500mg","1150mg","250.0mg","60mg","6.3mg","4.40mg","10.00μg","0.36mg","1.25mg","90.0μg","—","—","—","—"
"947","75","儿童奶粉(惠氏)","商品名：惠氏S26金装学儿乐奶粉。","","100%","—","2000kJ","17.0g","15.0g","—","—","68.0g","","95.0μg","—","—","0.41mg","0.72mg","4.10mg","45.0mg","495mg","450mg","721mg","248.0mg","59mg","5.6mg","5.40mg","—","0.20mg","—","45.0μg","—","—","—","—"
"948","75","儿童奶粉(可淇牌)","商品名：可淇成长奶粉。","","100%","4.0g","1972kJ","17.0g","17.0g","—","—","62.0g","","100.0μg","—","—","0.60mg","0.60mg","3.50mg","40.0mg","850mg","425mg","—","—","40mg","9.0mg","6.00mg","—","—","—","—","—","—","—","—"
"949","75","儿童奶粉(三鹿牌)","商品名：三鹿助长奶粉。","","100%","2.9g","1941kJ","18.3g","17.5g","37mg","3.5g","57.8g","","—","—","—","1.33mg","1.71mg","7.80mg","65.0mg","756mg","469mg","1261mg","115.7mg","47mg","10.2mg","12.20mg","5.10μg","0.05mg","0.12mg","—","51.5%","31.6%","13.3%","97.0%"
"950","75","儿童奶粉(完达山牌)","商品名：完达山3段配方奶粉。","","100%","—","2060kJ","17.0g","18.0g","—","—","65.0g","","—","—","—","0.40mg","0.80mg","3.60mg","40.0mg","800mg","550mg","800mg","300.0mg","78mg","8.0mg","6.00mg","—","0.34mg","0.03mg","—","53.9%","31.1%","15.1%","100.1%"
"951","75","孕妇乳母奶粉(惠氏)","商品名：爱儿乐妈妈孕妇乳母奶粉（香草味）","","100%","—","1836kJ","16.0g","6.8g","—","—","77.2g","","85.0μg","—","—","0.65mg","0.81mg","7.70mg","102.0mg","407mg","386mg","772mg","346.0mg","130mg","8.1mg","5.30mg","—","0.49mg","0.81mg","53.0μg","—","—","—","—"
"952","75","孕妇乳母奶粉(美赞臣)","商品名：安婴妈妈孕妇及授乳妇女营养奶粉","","100%","—","1778kJ","23.3g","3.9g","—","—","72.8g","","—","—","—","0.67mg","0.80mg","8.00mg","24.0mg","1700mg","650mg","1000mg","360.0mg","75mg","7.1mg","15.00mg","—","—","—","60.0μg","—","—","—","—"
"953","75","中老年奶粉(可淇牌)","","","100%","4.0g","1872kJ","18.0g","12.0g","—","—","66.0g","","—","—","—","0.55mg","1.00mg","—","40.0mg","1000mg","500mg","—","—","—","9.0mg","6.00mg","21.00μg","—","—","—","—","—","—","—"
"954","75","中老年奶粉(雀巢)","","","100%","—","1864kJ","30.0g","14.4g","—","7.3g","48.3g","","—","—","—","0.23mg","1.40mg","—","—","1740mg","890mg","1390mg","410.0mg","100mg","—","—","—","—","—","—","—","—","—","—"
"955","75","中老年奶粉(三鹿牌)","","","100%","2.9g","1707kJ","25.2g","5.8g","41mg","3.5g","62.6g","","—","—","—","1.33mg","1.71mg","5.90mg","45.8mg","1148mg","774mg","2526mg","175.4mg","78mg","9.2mg","9.30mg","21.50μg","0.13mg","0.02mg","54.2μg","62.1%","22.5%","Tr","85.4%"
"956","75","中老年奶粉(森永牌)","","","100%","3.0g","1764kJ","22.0g","10.0g","—","5.0g","60.0g","","100.0μg","—","—","1.00mg","1.00mg","16.60mg","60.0mg","800mg","630mg","—","—","75mg","7.0mg","4.00mg","—","—","—","60.0μg","—","—","—","—"
"957","75","奶粉(全脂羊乳粉)","","","100%","1.4g","2085kJ","18.8g","25.2g","75mg","5.6g","49.0g","","","","—","0.06mg","1.60mg","0.90mg","","","","","","","","","","","","","58.8%","30.5%","4.5%","95.3%"
"958","76","乳品（酸奶，均值)","","","100%","84.7g","301kJ","2.5g","2.7g","15mg","0.8g","9.3g","","","26.0μg","—","0.03mg","0.15mg","0.20mg","1.0mg","118mg","85mg","150mg","39.8mg","12mg","0.4mg","0.53mg","1.70μg","0.03mg","0.02mg","","57.0%","34.5%","5.7%","97.3%"
"959","76","酸奶(脱脂)","","","100%","85.5g","241kJ","3.3g","0.4g","18mg","0.8g","10.0g","","","","—","0.02mg","0.10mg","0.10mg","1.0mg","146mg","91mg","156mg","27.7mg","10mg","0.1mg","0.51mg","1.50μg","0.01mg","0.02mg","","57.0%","34.5%","5.7%","97.2%"
"960","76","酸奶(调味)","商品名：酸奶小超人。","","100%","81.2g","372kJ","3.0g","3.2g","—","0.7g","11.9g","","—","—","—","0.03mg","0.14mg","0.06mg","Tr","160mg","168mg","272mg","69.6mg","12mg","1.6mg","0.63mg","1.40μg","0.01mg","0.03mg","—","83.6%","16.2%","Tr","99.8%"
"961","76","酸奶(果粒)","商品名：果粒酸奶。","","100%","78.5g","411kJ","3.3g","2.9g","—","0.7g","14.6g","0.10g","—","—","—","0.03mg","0.18mg","0.08mg","1.0mg","61mg","103mg","241mg","53.8mg","8mg","0.1mg","0.39mg","1.20μg","0.01mg","0.02mg","—","80.3%","19.7%","Tr","100.0%"
"962","77","奶酪[干酪]","","","100%","43.5g","1366kJ","25.7g","23.5g","11mg","3.8g","3.5g","","","152.0μg","—","0.06mg","0.91mg","0.60mg","","799mg","326mg","75mg","584.6mg","57mg","2.4mg","6.97mg","1.50μg","0.13mg","0.16mg","","58.0%","33.5%","8.4%","99.9%"
"963","77","奶豆腐(鲜)","","","100%","31.9g","1287kJ","46.2g","7.8g","36mg","1.6g","12.5g","","","","—","0.01mg","0.69mg","0.70mg","","597mg","657mg","240mg","90.2mg","17mg","3.1mg","2.48mg","11.60μg","0.34mg","0.09mg","","88.2%","3.7%","1.1%","93.5%"
